  -3.90,   1.01,  -4.91,
  -6.20,  -1.29,  -4.91,
  -3.70,   1.21,  -4.91,
  -1.50,   3.41,  -4.91,
 -10.00,  -5.09,  -4.91,
  -8.80,  -3.89,  -4.91,
  -6.70,  -1.79,  -4.91,
  -9.60,  -4.69,  -4.91,
  -9.70,  -4.79,  -4.91,
  -5.20,  -0.29,  -4.91,
  -7.80,  -2.89,  -4.91,
  -8.10,  -3.19,  -4.91,
  -4.40,   0.51,  -4.91,
  -6.00,  -1.09,  -4.91,
  -4.70,   0.21,  -4.91,
  -6.00,  -1.09,  -4.91,
  -3.10,   1.81,  -4.91,
  -4.80,   0.11,  -4.91,
  -8.60,  -3.69,  -4.91,
  -2.70,   2.21,  -4.91,
  -3.30,   1.61,  -4.91,
  -3.00,   1.91,  -4.91,
  -3.50,   1.41,  -4.91,
  -6.90,  -1.99,  -4.91,
  -2.70,   2.21,  -4.91,
  -1.10,   3.81,  -4.91,
  -6.10,  -1.19,  -4.91,
  -4.70,   0.21,  -4.91,
  -1.00,   3.91,  -4.91,
  -0.50,   4.41,  -4.91,
  -3.60,   1.31,  -4.91,
  -2.50,   2.41,  -4.91,
  -6.10,  -1.19,  -4.91,
  -6.60,  -1.69,  -4.91,
  -1.80,   3.11,  -4.91,
  -4.40,   0.51,  -4.91,
  -2.20,   2.71,  -4.91,
  -4.50,   0.41,  -4.91,
  -4.00,   0.91,  -4.91,
  -8.40,  -3.49,  -4.91,
  -7.80,  -2.89,  -4.91,
  -4.80,   0.11,  -4.91,
  -4.70,   0.21,  -4.91,
  -3.60,   1.31,  -4.91,
  -3.20,   1.71,  -4.91,
  -7.00,  -2.09,  -4.91,
  -2.50,   2.41,  -4.91,
  -4.20,   0.71,  -4.91,
  -4.60,   0.31,  -4.91,
